NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REGULATION OF AXON EXTENSION INVOLVED IN REGENERATION%GOBP%GO:0048690	1		Rejected!	
POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090316	131	114		
REGULATION OF THYROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0002155	3		Rejected!	
CALCIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098703	35		Rejected!	
RENAL PROTEIN ABSORPTION%GOBP%GO:0097017	1		Rejected!	
NEUTROPHIL MEDIATED IMMUNITY%GOBP%GO:0002446	17		Rejected!	
VESICLE TRANSPORT ALONG ACTIN FILAMENT%GOBP%GO:0030050	19		Rejected!	
REGULATION OF RESPONSE TO SALT STRESS%GOBP%GO:1901000	4		Rejected!	
NLS-BEARING PROTEIN IMPORT INTO NUCLEUS%GOBP%GO:0006607	19		Rejected!	
CLOACA DEVELOPMENT%GOBP%GO:0035844	2		Rejected!	
COMPLEMENT ACTIVATION%GOBP%GO:0006956	35	15		
REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:1905063	14		Rejected!	
FLOOR PLATE MORPHOGENESIS%GOBP%GO:0033505	1		Rejected!	
INTERLEUKIN-17-MEDIATED SIGNALING PATHWAY%GOBP%GO:0097400	4		Rejected!	
MRNA LOCALIZATION RESULTING IN POST-TRANSCRIPTIONAL REGULATION OF GENE EXPRESSION%GOBP%GO:0010609	2		Rejected!	
REGULATION OF BINDING%GOBP%GO:0051098	263	192		
DNA METHYLATION ON CYTOSINE WITHIN A CG SEQUENCE%GOBP%GO:0010424	1		Rejected!	
REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045580	127	87		
REACTIVE NITROGEN SPECIES METABOLIC PROCESS%GOBP%GO:2001057	18		Rejected!	
DTTP CATABOLIC PROCESS%GOBP%GO:0046076	1		Rejected!	
REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC%GOBP%GO:0051966	57	20		
REGULATION OF VENTRICULAR CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060307	20		Rejected!	
ESTROGEN BIOSYNTHETIC PROCESS%GOBP%GO:0006703	8		Rejected!	
NON-CANONICAL WNT SIGNALING PATHWAY VIA MAPK CASCADE%GOBP%GO:0038030	5		Rejected!	
REGULATION OF CARDIAC MUSCLE HYPERTROPHY IN RESPONSE TO STRESS%GOBP%GO:1903242	7		Rejected!	
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0010918	6		Rejected!	
DOLICHOL-LINKED OLIGOSACCHARIDE BIOSYNTHETIC PROCESS%GOBP%GO:0006488	16	15		
NUCLEAR POLYADENYLATION-DEPENDENT SNRNA CATABOLIC PROCESS%GOBP%GO:0071037	2		Rejected!	
PRIMARY NEURAL TUBE FORMATION%GOBP%GO:0014020	37	26		
INOSINE METABOLIC PROCESS%GOBP%GO:0046102	5		Rejected!	
BILE ACID SIGNALING PATHWAY%GOBP%GO:0038183	3		Rejected!	
MODULATION BY SYMBIONT OF HOST APOPTOTIC PROCESS%GOBP%GO:0052150	1		Rejected!	
REGULATION OF BEHAVIOR%GOBP%GO:0050795	43	21		
MATERNAL PROCESS INVOLVED IN FEMALE PREGNANCY%GOBP%GO:0060135	16		Rejected!	
RNA POLYMERASE II PROMOTER CLEARANCE%GOBP%GO:0001111	3		Rejected!	
RENIN-ANGIOTENSIN REGULATION OF ALDOSTERONE PRODUCTION%GOBP%GO:0002018	2		Rejected!	
IRON COORDINATION ENTITY TRANSPORT%GOBP%GO:1901678	9		Rejected!	
DIADENOSINE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0015962	1		Rejected!	
XANTHOPHYLL METABOLIC PROCESS%GOBP%GO:0016122	2		Rejected!	
RIBONUCLEOPROTEIN COMPLEX LOCALIZATION%GOBP%GO:0071166	1		Rejected!	
NEGATIVE REGULATION OF TELOMERE SINGLE STRAND BREAK REPAIR%GOBP%GO:1903824	1		Rejected!	
MONOCYTE DIFFERENTIATION%GOBP%GO:0030224	11		Rejected!	
POSITIVE REGULATION OF RESPONSE TO MACROPHAGE COLONY-STIMULATING FACTOR%GOBP%GO:1903971	2		Rejected!	
REGULATION OF GLIAL CELL PROLIFERATION%GOBP%GO:0060251	13		Rejected!	
CAP-INDEPENDENT TRANSLATIONAL INITIATION OF LINEAR MRNA%GOBP%GO:0110017	1		Rejected!	
REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:1903747	47	39		
NEURON DEATH%GOBP%GO:0070997	25	20		
RETINOL METABOLIC PROCESS%GOBP%GO:0042572	25		Rejected!	
RNA MODIFICATION%GOBP%GO:0009451	166	127		
REGULATION OF SKELETAL MUSCLE CONTRACTION BY CALCIUM ION SIGNALING%GOBP%GO:0014722	5		Rejected!	
MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0000226	503		Rejected!	
ORGANELLE ORGANIZATION%GOBP%GO:0006996	2656		Rejected!	
REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032642	70	53		
RESPONSE TO STEM CELL FACTOR%GOBP%GO:0036215	2		Rejected!	
PROTEIN IMPORT INTO PEROXISOME MATRIX, DOCKING%GOBP%GO:0016560	4		Rejected!	
PLANAR CELL POLARITY PATHWAY INVOLVED IN AXON GUIDANCE%GOBP%GO:1904938	1		Rejected!	
PLASMA LIPOPROTEIN PARTICLE OXIDATION%GOBP%GO:0034441	1		Rejected!	
DNA SYNTHESIS INVOLVED IN DNA REPLICATION%GOBP%GO:0090592	1		Rejected!	
SNRNA METABOLIC PROCESS%GOBP%GO:0016073	53	45		
POSITIVE REGULATION OF GUANYLATE CYCLASE ACTIVITY%GOBP%GO:0031284	4		Rejected!	
RESPONSE TO LIPID HYDROPEROXIDE%GOBP%GO:0006982	3		Rejected!	
GLYCEROL CATABOLIC PROCESS%GOBP%GO:0019563	2		Rejected!	
RIBONUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0034030	49	38		
TYPE B PANCREATIC CELL DIFFERENTIATION%GOBP%GO:0003309	10		Rejected!	
NEGATIVE REGULATION OF DEPHOSPHORYLATION%GOBP%GO:0035305	34	28		
NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0006139	2164		Rejected!	
ENDOTHELIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002264	1		Rejected!	
NEGATIVE REGULATION OF JNK CASCADE%GOBP%GO:0046329	35	26		
CELL CYCLE%GOBP%GO:0007049	838		Rejected!	
NEGATIVE REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0045986	4		Rejected!	
REGULATION OF MEIOSIS I%GOBP%GO:0060631	1		Rejected!	
AUDITORY RECEPTOR CELL MORPHOGENESIS%GOBP%GO:0002093	7		Rejected!	
NEUROGENESIS%GOBP%GO:0022008	795		Rejected!	
EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115	55	27		
POSITIVE REGULATION OF RENAL ALBUMIN ABSORPTION%GOBP%GO:2000534	1		Rejected!	
CELLULAR RESPONSE TO VIRUS%GOBP%GO:0098586	64	34		
NEGATIVE REGULATION OF MYOBLAST DIFFERENTIATION%GOBP%GO:0045662	15		Rejected!	
ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY%GOBP%GO:0001788	3		Rejected!	
MODULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:0098815	32		Rejected!	
POSITIVE REGULATION OF VITAMIN D 24-HYDROXYLASE ACTIVITY%GOBP%GO:0010980	3		Rejected!	
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031111	33	24		
REGULATION OF ASPARTIC-TYPE PEPTIDASE ACTIVITY%GOBP%GO:1905245	10		Rejected!	
RESPONSE TO VITAMIN D%GOBP%GO:0033280	11		Rejected!	
REGULATION OF LEUKOTRIENE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:0035490	1		Rejected!	
POST-TRANSLATIONAL PROTEIN TARGETING TO ENDOPLASMIC RETICULUM MEMBRANE%GOBP%GO:0006620	16	15		
NON-MEMBRANE-BOUNDED ORGANELLE ASSEMBLY%GOBP%GO:0140694	296		Rejected!	
NEGATIVE REGULATION OF SALIVA SECRETION%GOBP%GO:1905747	3		Rejected!	
RESPONSE TO ORGANIC SUBSTANCE%GOBP%GO:0010033	1656		Rejected!	
PROTEIN HOMOOLIGOMERIZATION%GOBP%GO:0051260	130	83		
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749	94	59		
PURINE RIBONUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0034036	2		Rejected!	
POSITIVE REGULATION OF ORGANELLE ORGANIZATION%GOBP%GO:0010638	457		Rejected!	
POSITIVE REGULATION OF TRANSCRIPTION OF NUCLEOLAR LARGE RRNA BY RNA POLYMERASE I%GOBP%GO:1901838	10		Rejected!	
FATTY ACID OXIDATION%GOBP%GO:0019395	68	50		
CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0099622	15		Rejected!	
REGULATION OF T CELL APOPTOTIC PROCESS%GOBP%GO:0070232	20		Rejected!	
REGULATION OF BIOLOGICAL QUALITY%GOBP%GO:0065008	2126		Rejected!	
PROTEIN DEALKYLATION%GOBP%GO:0008214	18	16		
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO ARSENIC-CONTAINING SUBSTANCE%GOBP%GO:0061395	1		Rejected!	
NK T CELL LINEAGE COMMITMENT%GOBP%GO:0002364	1		Rejected!	
SPINAL CORD ASSOCIATION NEURON DIFFERENTIATION%GOBP%GO:0021527	2		Rejected!	
APICAL PROTEIN LOCALIZATION%GOBP%GO:0045176	10		Rejected!	
REGULATION OF VITAMIN D BIOSYNTHETIC PROCESS%GOBP%GO:0060556	7		Rejected!	
MIDBRAIN DEVELOPMENT%GOBP%GO:0030901	64	43		
ADENOSINE TRANSPORT%GOBP%GO:0032238	4		Rejected!	
PURINE DEOXYRIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009215	3		Rejected!	
NEGATIVE REGULATION OF HEART CONTRACTION%GOBP%GO:0045822	13		Rejected!	
SECRETION BY TISSUE%GOBP%GO:0032941	14		Rejected!	
EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:0085029	18		Rejected!	
CELLULAR LIPID METABOLIC PROCESS%GOBP%GO:0044255	780		Rejected!	
POSITIVE REGULATION OF MITOTIC RECOMBINATION%GOBP%GO:0045951	1		Rejected!	
OLEFINIC COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0120255	8		Rejected!	
POSITIVE REGULATION OF STRESS-ACTIVATED MAPK CASCADE%GOBP%GO:0032874	105	71		
ENUCLEATE ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0043353	3		Rejected!	
POSITIVE REGULATION OF NECROTIC CELL DEATH%GOBP%GO:0010940	12		Rejected!	
MONOATOMIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098655	399	161		
SOMATIC STEM CELL DIVISION%GOBP%GO:0048103	3		Rejected!	
COBALAMIN METABOLIC PROCESS%GOBP%GO:0009235	8		Rejected!	
CELL-CELL ADHESION%GOBP%GO:0098609	395	194		
NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071901	93	67		
GROWTH PLATE CARTILAGE DEVELOPMENT%GOBP%GO:0003417	6		Rejected!	
NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032945	56	33		
HEART TRABECULA FORMATION%GOBP%GO:0060347	7		Rejected!	
REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	226	103		
POSITIVE REGULATION OF FATTY ACID BETA-OXIDATION%GOBP%GO:0032000	9		Rejected!	
NEGATIVE REGULATION OF LONG-CHAIN FATTY ACID IMPORT INTO CELL%GOBP%GO:0140213	4		Rejected!	
POSITIVE REGULATION OF RUFFLE ASSEMBLY%GOBP%GO:1900029	13		Rejected!	
LYSOSOMAL LUMEN ACIDIFICATION%GOBP%GO:0007042	19	19		
NEGATIVE REGULATION OF HYALURONAN BIOSYNTHETIC PROCESS%GOBP%GO:1900126	3		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO PRESYNAPSE%GOBP%GO:1905386	2		Rejected!	
DEDIFFERENTIATION%GOBP%GO:0043696	3		Rejected!	
REGULATION OF IRON ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1904438	2		Rejected!	
CELLULAR RESPONSE TO MOLECULE OF FUNGAL ORIGIN%GOBP%GO:0071226	3		Rejected!	
POST-EMBRYONIC DEVELOPMENT%GOBP%GO:0009791	12		Rejected!	
DENDRITIC TRANSPORT OF RIBONUCLEOPROTEIN COMPLEX%GOBP%GO:0098961	2		Rejected!	
HEART CONTRACTION%GOBP%GO:0060047	71	27		
NEGATIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS TO FIBROBLAST GROWTH FACTOR%GOBP%GO:2000545	1		Rejected!	
NEGATIVE REGULATION OF HISTONE H3-K9 METHYLATION%GOBP%GO:0051573	2		Rejected!	
AORTIC VALVE DEVELOPMENT%GOBP%GO:0003176	43	30		
REGULATION OF TRANSCYTOSIS%GOBP%GO:1904298	1		Rejected!	
NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901	21	15		
REGULATION OF EOSINOPHIL CHEMOTAXIS%GOBP%GO:2000422	2		Rejected!	
PRIMARY SEX DETERMINATION%GOBP%GO:0007538	2		Rejected!	
TANGENTIAL MIGRATION FROM THE SUBVENTRICULAR ZONE TO THE OLFACTORY BULB%GOBP%GO:0022028	5		Rejected!	
GDP-FUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015783	1		Rejected!	
BONE DEVELOPMENT%GOBP%GO:0060348	99	50		
POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045747	33	23		
AXON GUIDANCE%GOBP%GO:0007411	140	74		
EPITHELIAL CELL DIFFERENTIATION INVOLVED IN PROSTATE GLAND DEVELOPMENT%GOBP%GO:0060742	3		Rejected!	
PROTEIN K27-LINKED DEUBIQUITINATION%GOBP%GO:1990167	4		Rejected!	
TELOMERE MAINTENANCE VIA BASE-EXCISION REPAIR%GOBP%GO:0097698	1		Rejected!	
MANNOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0006057	1		Rejected!	
L-CYSTEINE CATABOLIC PROCESS TO TAURINE%GOBP%GO:0019452	1		Rejected!	
POSITIVE REGULATION OF RETINOIC ACID RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048386	4		Rejected!	
L-XYLITOL METABOLIC PROCESS%GOBP%GO:0051164	1		Rejected!	
NEGATIVE REGULATION OF GTPASE ACTIVITY%GOBP%GO:0034260	23	19		
POSITIVE REGULATION OF HORMONE BIOSYNTHETIC PROCESS%GOBP%GO:0046886	6		Rejected!	
REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697	280	179		
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA2 PRODUCTION%GOBP%GO:0032912	2		Rejected!	
REGULATION OF RHODOPSIN MEDIATED SIGNALING PATHWAY%GOBP%GO:0022400	9		Rejected!	
CLEAVAGE FURROW INGRESSION%GOBP%GO:0036090	1		Rejected!	
CELLULAR RESPONSE TO INTERFERON-BETA%GOBP%GO:0035458	23	17		
GLYCOLIPID TRANSLOCATION%GOBP%GO:0034203	1		Rejected!	
GOLGI INHERITANCE%GOBP%GO:0048313	10		Rejected!	
REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675	115	80		
TRYPTOPHAN CATABOLIC PROCESS TO KYNURENINE%GOBP%GO:0019441	5		Rejected!	
REGULATION OF BASEMENT MEMBRANE ORGANIZATION%GOBP%GO:0110011	11		Rejected!	
REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904029	83	57		
CEREBELLAR PURKINJE CELL LAYER DEVELOPMENT%GOBP%GO:0021680	8		Rejected!	
POSITIVE REGULATION OF TRANSLATIONAL ELONGATION%GOBP%GO:0045901	2		Rejected!	
NEGATIVE REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090258	4		Rejected!	
MONOACYLGLYCEROL CATABOLIC PROCESS%GOBP%GO:0052651	7		Rejected!	
NEGATIVE REGULATION OF CALCIUM-INDEPENDENT CELL-CELL ADHESION%GOBP%GO:0051042	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010955	24	16		
FATTY ACID ELONGATION, UNSATURATED FATTY ACID%GOBP%GO:0019368	7		Rejected!	
POSITIVE REGULATION OF ERAD PATHWAY%GOBP%GO:1904294	13		Rejected!	
HISTONE H4-K16 ACETYLATION%GOBP%GO:0043984	13		Rejected!	
REGULATION OF LYSOSOME SIZE%GOBP%GO:0062196	8		Rejected!	
NEGATIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002701	27	18		
REGULATION OF STORE-OPERATED CALCIUM CHANNEL ACTIVITY%GOBP%GO:1901339	6		Rejected!	
FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0046949	26	19		
ESTROGEN METABOLIC PROCESS%GOBP%GO:0008210	33		Rejected!	
POSITIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002717	26		Rejected!	
NUCLEAR ENVELOPE ORGANIZATION%GOBP%GO:0006998	50	48		
ACTIVATION OF IMMUNE RESPONSE%GOBP%GO:0002253	325		Rejected!	
CELLULAR RESPONSE TO STEROL DEPLETION%GOBP%GO:0071501	9		Rejected!	
REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902882	65	48		
MICROTUBULE BUNDLE FORMATION%GOBP%GO:0001578	108	49		
REGULATION OF GLUTAMATE SECRETION%GOBP%GO:0014048	5		Rejected!	
GLIAL CELL DEVELOPMENT%GOBP%GO:0021782	59	41		
FOREBRAIN ASTROCYTE DEVELOPMENT%GOBP%GO:0021897	1		Rejected!	
POSITIVE REGULATION OF HYDROGEN PEROXIDE-INDUCED CELL DEATH%GOBP%GO:1905206	2		Rejected!	
ADENYLATE CYCLASE-INHIBITING ADRENERGIC RECEPTOR SIGNALING PATHWAY%GOBP%GO:0071881	1		Rejected!	
POSITIVE REGULATION OF GLUCOCORTICOID METABOLIC PROCESS%GOBP%GO:0031945	1		Rejected!	
DNA SYNTHESIS INVOLVED IN MITOTIC DNA REPLICATION%GOBP%GO:1904860	1		Rejected!	
VESTIBULAR RECEPTOR CELL STEREOCILIUM ORGANIZATION%GOBP%GO:0060121	1		Rejected!	
NEPHRON TUBULE EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0072160	2		Rejected!	
POSITIVE REGULATION OF 1-PHOSPHATIDYLINOSITOL-3-KINASE ACTIVITY%GOBP%GO:0061903	1		Rejected!	
SUBSTRATE-INDEPENDENT TELENCEPHALIC TANGENTIAL INTERNEURON MIGRATION%GOBP%GO:0021843	7		Rejected!	
CEREBELLAR PURKINJE CELL-GRANULE CELL PRECURSOR CELL SIGNALING INVOLVED IN REGULATION OF GRANULE CELL PRECURSOR CELL PROLIFERATION%GOBP%GO:0021937	1		Rejected!	
NEGATIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903038	101	61		
SERINE IMPORT INTO MITOCHONDRION%GOBP%GO:0140300	3		Rejected!	
POSITIVE REGULATION OF SCLEROTOME DEVELOPMENT%GOBP%GO:0061189	1		Rejected!	
CHEMOTAXIS%GOBP%GO:0006935	358		Rejected!	
REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY%GOBP%GO:1904666	18		Rejected!	
NEGATIVE REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002887	7		Rejected!	
ADRENAL CORTEX FORMATION%GOBP%GO:0035802	2		Rejected!	
REGULATION OF DNA DUPLEX UNWINDING%GOBP%GO:1905462	6		Rejected!	
TENDON CELL DIFFERENTIATION%GOBP%GO:0035990	2		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	291		Rejected!	
PEPTIDE CATABOLIC PROCESS%GOBP%GO:0043171	22		Rejected!	
REGULATION OF CANONICAL WNT SIGNALING PATHWAY INVOLVED IN CARDIAC MUSCLE CELL FATE COMMITMENT%GOBP%GO:1901295	1		Rejected!	
MITOCHONDRIAL MRNA POLYADENYLATION%GOBP%GO:0097222	1		Rejected!	
LYCOPENE METABOLIC PROCESS%GOBP%GO:1901175	1		Rejected!	
CYTOCHROME COMPLEX ASSEMBLY%GOBP%GO:0017004	38	29		
JUN PHOSPHORYLATION%GOBP%GO:0007258	1		Rejected!	
REGULATION OF BONE REMODELING%GOBP%GO:0046850	36	24		
REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	175	134		
VIRAL PROCESS%GOBP%GO:0016032	174	145		
REGULATION OF BUNDLE OF HIS CELL ACTION POTENTIAL%GOBP%GO:0098905	2		Rejected!	
REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045646	37	31		
NEGATIVE REGULATION OF EOSINOPHIL MIGRATION%GOBP%GO:2000417	2		Rejected!	
PROTEIN LOCALIZATION TO MICROTUBULE END%GOBP%GO:1905725	3		Rejected!	
PRIMITIVE ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0060319	2		Rejected!	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900016	20		Rejected!	
INTRACELLULAR MONOATOMIC ANION HOMEOSTASIS%GOBP%GO:0030002	2		Rejected!	
NEGATIVE REGULATION OF HIPPOCAMPAL NEURON APOPTOTIC PROCESS%GOBP%GO:0110091	2		Rejected!	
TRIGEMINAL NERVE STRUCTURAL ORGANIZATION%GOBP%GO:0021637	1		Rejected!	
POSITIVE REGULATION OF CAP-INDEPENDENT TRANSLATIONAL INITIATION%GOBP%GO:1903679	3		Rejected!	
HISTONE H3-K14 ACETYLATION%GOBP%GO:0044154	11		Rejected!	
REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010564	622		Rejected!	
NEGATIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0010829	12		Rejected!	
CELLOBIOSE CATABOLIC PROCESS%GOBP%GO:2000892	1		Rejected!	
BONE MINERALIZATION INVOLVED IN BONE MATURATION%GOBP%GO:0035630	3		Rejected!	
RHODOPSIN MEDIATED SIGNALING PATHWAY%GOBP%GO:0016056	3		Rejected!	
STEM CELL PROLIFERATION%GOBP%GO:0072089	20		Rejected!	
LIPID TUBE ASSEMBLY%GOBP%GO:0060988	2		Rejected!	
MEIOTIC SPINDLE MIDZONE ASSEMBLY%GOBP%GO:0051257	1		Rejected!	
REGULATION OF NEUTROPHIL DIFFERENTIATION%GOBP%GO:0045658	2		Rejected!	
REGULATION OF CHEMOKINE (C-C MOTIF) LIGAND 1 PRODUCTION%GOBP%GO:0071652	1		Rejected!	
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0071466	145	57		
CALCIUM EXPORT FROM THE MITOCHONDRION%GOBP%GO:0099093	3		Rejected!	
REGULATION OF RESPONSE TO STRESS%GOBP%GO:0080134	1237		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-DEPENDENT%GOBP%GO:0002485	1		Rejected!	
TRANSCRIPTION INITIATION AT RNA POLYMERASE I PROMOTER%GOBP%GO:0006361	8		Rejected!	
CORTICAL CYTOSKELETON ORGANIZATION%GOBP%GO:0030865	36	32		
REGULATION OF T CELL COSTIMULATION%GOBP%GO:2000523	5		Rejected!	
PROSTATE GLAND DEVELOPMENT%GOBP%GO:0030850	9		Rejected!	
NEGATIVE REGULATION OF CORTISOL BIOSYNTHETIC PROCESS%GOBP%GO:2000065	4		Rejected!	
REGULATION OF CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:1900037	12		Rejected!	
MESENCHYMAL CELL DIFFERENTIATION INVOLVED IN LUNG DEVELOPMENT%GOBP%GO:0060915	1		Rejected!	
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	125	82		
VESICLE TARGETING, TO, FROM OR WITHIN GOLGI%GOBP%GO:0048199	27	25		
BENZOYL-COA METABOLIC PROCESS%GOBP%GO:1901787	1		Rejected!	
EMBRYO IMPLANTATION%GOBP%GO:0007566	15		Rejected!	
DNA REPLICATION, SYNTHESIS OF RNA PRIMER%GOBP%GO:0006269	5		Rejected!	
ANDROGEN CATABOLIC PROCESS%GOBP%GO:0006710	4		Rejected!	
RRNA 5'-END PROCESSING%GOBP%GO:0000967	5		Rejected!	
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141	169	119		
AXIS SPECIFICATION%GOBP%GO:0009798	51	17		
POSITIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050921	114	72		
MITOTIC CELL CYCLE PROCESS%GOBP%GO:1903047	467		Rejected!	
POSITIVE REGULATION OF DNA TOPOISOMERASE (ATP-HYDROLYZING) ACTIVITY%GOBP%GO:2000373	5		Rejected!	
DNA DOUBLE-STRAND BREAK PROCESSING%GOBP%GO:0000729	18		Rejected!	
CYTOSOL TO ENDOPLASMIC RETICULUM TRANSPORT%GOBP%GO:0046967	4		Rejected!	
EXTRACELLULAR MATRIX-CELL SIGNALING%GOBP%GO:0035426	1		Rejected!	
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	143	87		
HEART FIELD SPECIFICATION%GOBP%GO:0003128	5		Rejected!	
HISTONE H3 DEACETYLATION%GOBP%GO:0070932	6		Rejected!	
METANEPHRIC GLOMERULAR MESANGIAL CELL DIFFERENTIATION%GOBP%GO:0072254	2		Rejected!	
SYSTEM DEVELOPMENT%GOBP%GO:0048731	2144		Rejected!	
PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION%GOBP%GO:0060389	15		Rejected!	
DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GOBP%GO:0006271	15		Rejected!	
KILLING OF CELLS OF ANOTHER ORGANISM%GOBP%GO:0031640	36		Rejected!	
RESPONSE TO OXYGEN-CONTAINING COMPOUND%GOBP%GO:1901700	1001		Rejected!	
REGULATION OF INTERMEDIATE FILAMENT DEPOLYMERIZATION%GOBP%GO:0030842	1		Rejected!	
HEMATOPOIETIC OR LYMPHOID ORGAN DEVELOPMENT%GOBP%GO:0048534	29	17		
POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729	118	84		
POSITIVE REGULATION OF INTESTINAL ABSORPTION%GOBP%GO:1904480	4		Rejected!	
WNT RECEPTOR CATABOLIC PROCESS%GOBP%GO:0038018	2		Rejected!	
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156	61	28		
POSITIVE REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032332	11		Rejected!	
NEGATIVE REGULATION OF MAST CELL DEGRANULATION%GOBP%GO:0043305	3		Rejected!	
PROTEIN LOCALIZATION TO GOLGI MEMBRANE%GOBP%GO:1903292	5		Rejected!	
